id,url,heading,category,date,page,pageSequence,snippet,troveUrl,title.id,title.value,relevance.score,relevance.value,text
262451536,/newspaper/262451536,AROUND THE GALLERIES,Article,1972-04-07,13,13,"V.A.S. Gallery, 430 Albert Street, E. Melbourne. Oils by Ludmllla Mellerts. April 5 —",https://trove.nla.gov.au/ndp/del/article/262451536?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",6.4607925,very relevant,"AROUND THE GALLERIES

• V.A.S. Gallery, 430 Albert Street, E.i Melbourne. Oils by Lud-, mllla
Mellerts. April 5 —

14.

• Realities, 60-Rd&s; Street, Toorak Village. Richard Brecknock sculptures,
Tim Benson jewellery, West African masks. New Guinea pot tery. April 6 — 29.

• Young Originals, 33 j

Carters Avenue, Toorak. Varied collection.

• Munster Arms Gallery, 102-4 Little Bourke Street,

Melbourne. Exhibition of: paintings by Norman Robins. April 5 — 26.

• Femtree Gully Arts Society, The Hut Gallery,

157 Underwood Road,; Ferntree Gully. Prints and: drawings by John Gordon,
stoneware by Maureen Leach. April 9 — May-28 Sundays only.

• Hawthorn City Art j

Gallery, 584 Glenferrie!

Road, Hawthorn. Ian Bow|

sculptures. April 12 — 27.1

"
262925171,/newspaper/262925171,Around the Galleries,Article,1973-06-22,23,23,"An exhibition of designs for ballet, opera, drama and film by William Constable is being presented at the Monster Arms",https://trove.nla.gov.au/ndp/del/article/262925171?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",6.3374476,very relevant,"Around the Galleries

An exhibition of 'designs for ballet, opera, drama and film by William
Constable - is being presented at the Monster Arms Gallery.' The drawings are
representative.of his work oyer the last thirty-none years. His original
drawings are being shown publicly, for the first

The gallery is at 1.02-4 Little Bourke Street, Melbourne and is open Monday to
Thursday 10 a.m.-5.30 p.m., Friday 10 a.m.-7, p.m. and Saturday 10 a.m.-i p.m.

X . X X ■

Harry' : Rosengrave •., is presenting his first man show in thirty ye'ars, at
the Hawthorn Chy Art', Gallery, 584 Glen feme Road, Hawthorn. He win be
exhibiting oQ paintings, gouache, and watercolours, drawings,' prints, murals
and scupturcs from found objects.

The ^exhibition continues

until June 30.

"
6096865,/newspaper/6096865,NEW INSOLVENTS.,Article,1886-05-19,6,6,"Franz Hammell, of No. 4 Little Bourkestreet west, wholesale ironmonger, trading as F. Hammell and Co. Causes of insolvency— Detention of the firm's goods by indentors,",https://trove.nla.gov.au/ndp/del/article/6096865?searchTerm=text%3A%224+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6.27903,very relevant,"NEW INSOLVENTS.

1 rang Hammel!, of No 4 Little Bourke street west wholesale warmongers,
trustingly 1 Hammell and Co. Causes of insolvency) - Detention of the firm B
goods by indentors, and bad debts in business Liabilities, £1 379 7s 9d ;
assets, £2 308 6s. Id deb dance) £1,591 Is 6d Mr Anderson,

assignee

Judah Cohen of Johnston street Abbotsford traveller Causes of insolvency-Want
of remunerative employment Liabilities £74 Ha 8d , assets. £10 10s ,
deficiency), £04 da 8d Mr Jacomb assignee

Francis Held, Ballarat East cabman Causes of insolvency) -Unremunerative em
ployment 1 liabilities, £01, assets, Life Mr V D M Kee assignee

] Edwin Charles Hurry of Castlemaine, fruiterer and produce dealer Causes of
in solvency) - Depression in trade, business losses and pressure of creditors
Liabilities, £344 14s 6d , assets 2195 4s 6d , deficiency, 129 10s Mr W Adams
assignee

"
262460764,/newspaper/262460764,AROUND THE GALLERIES,Article,1972-11-24,14,14,"Munster Arms Gallery, 102-4 Little Bourke Street. Miss Yvonne de Carlo will open an exhibition of",https://trove.nla.gov.au/ndp/del/article/262460764?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",6.1709156,very relevant,"AROUND

THE

GALLERIES

★ Munster Arms Gallery, 102-4 Little Bourke Street. Miss Yvonne de Carlo y/ill
open an exhibition of paint ings by Naida Righi, at the Munster Arms Gallery,
on Thursday, November 23.

Also on view will be sculpture by Edward Her bert Kindleysides, who won the
Hamilton Centenary Ex hibition. Edward Pask will exhibit fragmented ceramics.

Closes December 13.

if Tolamo Galleries, 42 Fitzroy Street St. Kilda. Ex hibition of “30 Gouaches""
(West Australia and Queens land) by Gil Jamieson.

if Realities, 60 Ross St., Toorak Village. Pru Medlin Tapestries. Ken Leveson
Sculptures. Closes December 9.

if Hawthorn City Art Gallery, 584 Glenferrie Rd., Hawthorn. Exhibition by
Contemporary Art Society

of Victoria. Closes Decem ber 7.

if Fern Tree Gully Arts Society, 157 Underwood Rd., Fern Tree Gully, 29th an
nual exhibition of paintings, sculpture, pottery and crafts.

if Langsam Galleries, 285 Toorak Rd., South Yarra. An exhibition of silk
screen prints by Alan Summer. Closes November 30.

"
262534640,/newspaper/262534640,Around the Galleries,Article,1978-08-18,14,14,An exhibition of paintings by Colleen Morris is being shown at Warehouse Galleries until Aug. 25. Collage tapestries by,https://trove.nla.gov.au/ndp/del/article/262534640?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.959437,very relevant,"Around the Galleries

An exhibition of paintings by Colleen Morris.is being shown at. Warehouse
Galleries until Aug. 25..Collage tapestries by Vivienne Fengilley are also
being exhibited here.

* 443 Clarendon Street, Sth. Melbourne. .

* ■* *

Paintings by Jean Sindelair can be seen until Aug 23 at the Munster Arms
Gallery, 102-4 Little Bourke Street.

■ ■ ★

The: work of Melbourne

born1 artist,: Denyse Gibbs, is currently being shown, in an exhibition'
entitled “Documen ts” atTolarnoGalleries.

; ; M2Fitzroy St., St, Kilda. ;

★ ★ ★ .

..ALSO SHOWING:

Realities Gallery works on paper by Colin Lanceley and, in the Small-Gallery,;
Ceramics byThancoupier

: * 35 Jackson Street, Toorak;

Exhibition closes Aug, 26.

★ ■ ★ : ..

Tribal and Traditional Tex tiles in the Education Services Area of the
National Gallery of Victoria.

★ - * ■ *

' Tolarno Galleries: the work of Jacques-Henri Lartigue un til August 19.

* Hours: 10 a.m. — 5.30 p.m. 42 Fitzroy St., St. Kilda. ‘

An exhibition"" of .surrealistic etchings and lithographs at the Bishops
Gallery until Sep

tember 8.

Artists represented include Hans Bellmer, Dado, Max Er nst, Karl Korab, Man
Ray and Ingeborg Ullrich.

'* Shop E, 132.Toorak Rd.,

South Yarra.

... A photography .exhibition entitled ' “.Vitreous and

Aqueous Humour”' at the Gryphon Gallery, Melbourne' State College, until
August 18.

"
262461719,/newspaper/262461719,Around the Galleries,Article,1972-12-15,23,23,"Russell Davis Gallery, 23 Victoria Parade Collingwood. Exhibition of etchings spanning period of 70 years,",https://trove.nla.gov.au/ndp/del/article/262461719?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.957056,very relevant,"Around the Galleries

★ Russell Davis Gallery, 23 Victoria Parade Colling wood. Exhibition of
etchings spanning period of 70 years, from “the turn of the cen tury” study of
Brighton Beach by John Mathed to recent works of David

Amfield and Ian Armstrong.

Majority of prints date from the 1920s. Artists from this period include
Norman Lindsay, Lionel Lindsay, Victor Cobb, Johr Shirlow and Sydney Long.

★ Realities Gallery, 60 Ross Street, Toorak Village.

Pre-Christmas exhibition of prints by Sandra Leveson. Tapestries by Jutta
Fedder son, Relief constructions by Isabel Davies, mirages by Chica Lowe and
paintings by Colin Lanceley, Tibor Hubay and Stan Rapotec. Jewellery by Albert
Steen will also be on view.

if Sweeney Reed Galleries 266 Brunswick Street, Fitz roy. Exhibition of Albert
Tucker’s Night Images 1943 1947\. These are images of

modem evil.

★ Hawthorn City Art Gallery, 584 Glenferrie Rd., Hawthorn. Exhibition of
paintings by John Le Busque.

if Monster Arms Gallery, 102-4 Little Bourke Street. Exhibition of paintings
by Barry Avery, Chris Doyle, Robert Hansen, Ian Holt and Rosemary McKechnie,
also jewellery, pottery and decorative iron work on view. Closes on December
23.

"
262501982,/newspaper/262501982,Art-wise,Article,1974-08-23,14,14,An exhibition of ceremic paintings and murals by Lucy and Hatton Beck is on display at Munster Arms,https://trove.nla.gov.au/ndp/del/article/262501982?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.7604084,very relevant,"Art wise

An exhibition of ceremic paintings and murals by Lucy and Hatton Beck is on
display at Munster .Anns Gallery, 102-4 Little Bourke Street: Gallery hours
are Monday to Thursday 10 a.m. —5.30 p.m.; Friday 10 a:m. — 7 p.m.; Saturday
10. a.m. — 1 p.m. Exhibition closes September 4.

xxx

Alberr Shomaly is displaying an exhibition of prints at Tolarno Galleries,1 42
Fitzroy St., St. Hilda until August 30.

XXX

A one-man exhibition of oiL paintings by Arthur J. Hamblin, is on display at
the .Butterfly Art Gallery, 320 Carlisle St., Balaclava (entrance on Westbury
St.). Exhibition continues until September 1.

ART

Members and friends of

Bezalel Fellowship .of Arts recently enjoyed a demonstration on “Prin ciples
of Perspective and Free Hand Sketching”, by Mr. E.H. Marcuse. In only an
.hour, Mr. Marcuse explained many aspects of painting — even some of the
veteran artists said they had learnt .something new. ""■

\- ■ xxx

Langsam Galleries are showing .works by painter Adja Yunkers until August 30\.
Gallery is situated at 1078 High St, Armadale; hours are Monday to Saturday 11
a.m. — 6 p.m

x.xx '

An exhibition of epicurean paintings and sculptures by Les Mason is on display
at Realities; 60 Ross St, Toorak Village. Gallery hours are Mon; to Fri. 10
—5.30, Sat. 10 — 2; exhibition closes Sep

tember 7.

"
262476060,/newspaper/262476060,OPEN SHOW,Article,1971-06-18,8,8,"Official guests, Messrs. Goldberg and Solomon, the comedy duo opened the first all-Jewish",https://trove.nla.gov.au/ndp/del/article/262476060?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.760204,very relevant,"OPEN SHOW

Official guests, Messrs. Goldberg and Solomon, the comedy duo opened the first
all-Jewish ex hibition at the. Munster Arms Gallery last week.

Goldberg (Gilbert) Roy Cowen admitted to only one previous experience in an
art gallery. (""Two really. I can’t tell you about the other.”)

With friends, Abe and Becky, he was in the Louvre, examining Leon ardo da
Vinci’s Nativity.

“Vunderftil, vunderful,” said Abe.

“1 don’t like it,” replied Becky.

“Vot do you mean , you don’t like .it?”

“It shows the worst characteristics of ,‘th.e Jewish tradition. The baby
should have been: in a nursing home, the mother looks like she needs a good
meal . . ”

“They were very poor.” ""So poor they can af ford to have a portrait by
Leonardo da Vinci ?” ;

Goldberg said he could only use his hands for talking; the only brilliant
Jewish .thing he did was pick ajfon-Jewish partner,

Solcmon (Sullivan) Iain Kerr (“I’ll pay you later”) admired contributions, to
art as lasting for many

generations.

The exhibition (until June 23) features paint ings, sculpture, wall hang ings,
rugs and mosaics by Manny; Beiderberg, Shirley Mailer and Stella Saper.

The gallery, 102-4 Little Bourke Street, is open Monday-Thursday, 10 a.m. 5.30
p.m.; Friday, 10 a.m. 8 pjn.: Saturday, 9.30 a.m.-12.30 pjn.

"
262927425,/newspaper/262927425,ART WISE,Article,1973-09-14,14,14,The Fern Tree Gully Art Society’s “Australian Art Auction” will take place on Sunday September 16 11,https://trove.nla.gov.au/ndp/del/article/262927425?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.573529,very relevant,"ART WISE

The Fern Tree Gully Art Society’s “Australian Art Auction” will take place oh
Sunday September Iff 11 a.m. to 5 p.m. It will be held at The Hut Gallery, 157
Underwood Road, Fern Tree Gully, cheese and wine will be available.

X X X.

■- Paintings , by Patrick O’Carrigan are on show at Munster Arms Gallery,
102-4 Little Bourke Street, until September 26J Pottery by Barry' Singleton
will also be exhibited. Gallery hours are Monday ' to Thursday 10 a.m. - 5.30
p.m. Friday 10 a.m. -:i 8 p.m., Saturday 10 a:m. - 1

p.m.

x - x :X.';'.-v j:;j

An exhibition of Eskimo Art including - soapstone carvings, . 'whalebphd
carvings and stonecut prints by Colin Lanceley, will be on show at

“Realities” from Sep tember 11 to 29.-The gallery

is situated at 60 Ross Street, Toorak Village, and hours are-.. Monday , to
Friday 10-5, and Saturday 10-2 ' j'.-V: :f"".v

:: x x X

Howard Arkely, Peter Mahoney, Laura Osborne and Petef I. Wilson, have their
paintings on. display at Hawthorn ' City Art Gallery,;.584 Glenferrie Road,:
Hawthorn.. Gallery hours are: Monday to Friday T1 a.m. -' 8 p.m., Saturday 10
a.m. —12 p.m,

: x . x x

i The Consul General of Austria,Mr. Robert Simon; opened.an-exhibitionof
prints: by' AdK. Holzer- at Langsam. Galleries, 285 Toorak 'Road, South Yarra
on September 9. • :

•: Gallery hours are jl a.m.

r^^ftJpi^SM.Phdayj^tp Saturday.^ ■.■' • '

"
262928574,/newspaper/262928574,ATR-WISE,Article,1973-10-26,14,14,More than 180 works by the late Sir William Dobell will be auctioned by Sotheby’s at the Sydney,https://trove.nla.gov.au/ndp/del/article/262928574?searchTerm=text%3A%224+little+bourke+street%22%7E0,1685,"The Australian Jewish News (Melbourne, Vic. : 1935 - 1999)",5.404761,very relevant,"More than 180 works by the late Sir William Dobell will be auctioned by
Sotheby’s at the Sydney Opera House on November 19; . V

• The. collection has an estimated' value of more than $250,000.

The collection comprises J33 paintings and about 150 g quache s an d
drawings,and • represents the contents of Sir WilliamT

Dobell’s studio at Wangi, NSW, on his death in May,

1970.

. Pre-sale estimates of

prices all lots may fetch,

can , be • obtained on -ap-; plication to Sotheby’s Melbourne, office; bids,
up to the limit the buyer is prepared to pay, may be lodged with the
auctioneer before the sale so that, paintings may be bought* without even
aftending'the auction.

X X X

The first: exhibition ever ' held inAustralia of original lithographs' by
Belgian surrealist artist; Paul; Delvaux', is on display at Tolarno Galleries,
42. Fitzroy Street, St. Hilda until November 10.

Paul Delvaux' is recognised internationally as being one of the three most
important surrealist painters and his original paintings , wouldv cost at
least $100;000 if. available for .sale'at present.

. x - x .

■ exhibition of screen

prints by . Jean Appleton .and Tom.Green is on show at Langsam'Galleries, 285
Toorak Road, South Yarra until November 2. Both

artists have had travelling

exhibitions in Australia and overseas;

Gallery hours are 11 a.m. to 6 p.m. Monday to Saturday.

-X X X

An exhibition ol

traditional paintings by Charles .Bock, Johr Borrack, Reg Cox, Petei Glass,
Les Graham, Colir Parker ' and Laurie Schneider, is on show at Munster
ArmsGallery, 102-4 Little Bourke Street, Melbourne untilVr October 31\. .v:■

i.GaHery . hours are Monday to/: TTiursday 10 a.m.-—5i30 p.m/;

.Friday 10 a.m.—8.00 p.m. ‘.Saturday; 10 a; m,— p.m.

Sunday, 2 p:m,-r5 - p.m.

"
