id,url,heading,category,date,page,pageSequence,snippet,troveUrl,title.id,title.value,relevance.score,relevance.value,text
4331082,/newspaper/4331082,FIRE IN MOTOR GARAGE.,Article,1924-06-09,6,6,Shortly after half-past 7 o'clock on Saturday morning a pedestrian saw smoke issuing from the window of the office of the premises of Melbourne Motors Proprietary,https://trove.nla.gov.au/ndp/del/article/4331082?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",6.022499,very relevant,"FIRE IN MOTOR GARAGE.

Short]) after half past 7 o'clock on Saturday, mottling u iicdt-httinn san
Hinokc star ing from the amulet or the other of the nitmiKt-boi Melbourne
Motors Proprietary Limited; 1, Little Bourke ""street, near Russell street.
'The fire brigade arrived plaintiff) It sits found that a quantity of bedding
on which one- of the chauffeurs had been letting in the village, had become
ignited The fire was extinguished by fore it could spread 'here some six or
seven motor cars in the garage at the time the fire occurred The gourami- nan
closed about '2' o'clock on Saturday; morning, and no one is as on the par
miles from that hour.

"
2108450,/newspaper/2108450,LICENSES REDUCTION BOARD.,Article,1916-05-22,8,8,The deprivation sittings of the Licenses Reduction Board with respect to hotels in the Gip[?] (Melbourne) licensing district are now being held. In all twenty-eight hotels are listed for [?],https://trove.nla.gov.au/ndp/del/article/2108450?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.96698,very relevant,"LICENSES REDUCTION BOARD. 1

is deprivation sittings of the Iltfnsts Reduce ]

Pond with respect to hotels in the pi, I (Melbourne line ing district are row
with k heard

In all twenty eight hotels are listed for wM j Federation at 1 the board, in
accordance lightly

practice is Fianna: students ml inviting an j

ill

life

Well tell

founded -Here . - .

Pin lion 1 Bourke street Duke of York. Hotel, 1, lalt'htrett Her in Hotel I
nth Bourke street""

Pastoral Hotel Bourke street Lota.] Norl'icoUV,

Swanston street Prince's- Theatre IfotiJ saying

I t artnic Hotel Hugill street Mun'ttf i Hotel 1 little Bourke Street
Comiliirul Hotel Spring burn and Rising Sun Hotel Little Bourke street of

"
10572814,/newspaper/10572814,CHARGE OF STABBING.,Article,1903-09-19,19,19,"Last night in Exhibition-street, a man named Robert Burkett was arrested by Constable E. Holden on a charge of stabbing an Asiatie, named abdul rahm, in",https://trove.nla.gov.au/ndp/del/article/10572814?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.913374,very relevant,"CHARGE OF STABBING.

last night in Exhibition sheet, a man named Robert I Burl cat was arrested by
Constable L Holden on a charge of stabbing an Asiatic named Abdul Rahim in
Gordon square oil 1 Little Bourke-street on Saturday night last On the night
in question there was with the police describe as

a sin of all round distill h met in the

pitmibPi in Gordon mine and mi Aloud ii Under Rifle appeared at the police
station with a knife wound in his light burst alleging that the one eyed man
is id in (bed it A warrant was then issued for the arrest of Bur nett who has
but one eye The wound which was made with a penknife is not fail to cause
bolton injury

"
4649918,/newspaper/4649918,SHOW VISITOR ROBBED.,Article,1921-09-24,22,22,"Cries of ""Murder"" and ""Police"" were heard in Heffernan lane, off Little Bourke street, early yesterday evening. Residents in the neighbourhood, who hurried to the",https://trove.nla.gov.au/ndp/del/article/4649918?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.7561817,very relevant,"SHOW VISITOR ROBBED.

tries of Hunter Hill Police were heard in Heffernan lane off Little Bourke
street Curl yesterday evening Residents in the neighbourhood who hurried to
the spot SIM two men <-trut--ghng with a thud in the scuffle the third man
fell but recovering his ii if and breaking free from his assailant's he ran
into 1 little Bourke-street and told Constables McT cod and UlDOiin time- It""
had been attacked and robbed of a uranus articles He said that he was n of
merit Hncilms Airth md was  in Melt butter for the show Detectives L
O'Sullivan and C Lee visited a Bourke  street hotel later, and arrested two
men

at the use watchhouse later Walter Herbert Rowe 27 sugarcane s employee and
Arthur Howard 47 wharf labourers

are charged with having assaulted and to bed Joseph lliiinpbrev of a gold
collar stud a pocket knife, and 8s in silver Hum place vi is charged with
having been

drunk _______________

"
10712135,/newspaper/10712135,ALLEGED PROHIBITED IMMIGRANTS.,Article,1909-03-31,9,9,"The Chinese Tuck Wah, who was charged with having entered the Commonwealth contrary to the provisions of the Immigration Restriction Act, was yesterday before",https://trove.nla.gov.au/ndp/del/article/10712135?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.7553735,very relevant,"ALLEGED PROHIBITED -

IMMIGRANTS. ? ?

-?

The Chinese Tuck W iii Allie, was charged with having entered the
CominoiiAAtnltli contrary to the provisions of the Immigra- tion Restriction
Act, was yesterday before the City Court, on tem and

Detective Inspector Christie stated that the Federal Crown I in. juIIioiiIils
find in structed him to AAitltdi as the present bulge, as the case and a more
than doubtful

one

luck in all arms then disch Argus

Another Chinese 11 Young Sign i c del

activates of 1 Little Bourke street is charged with being a prohibited mining
and

in that he had entered the (original 11th Y within 12.' months after having f
liked t up in

the dictation test

Mt Croft appeared for the deft ml ml

On the application of Deteitm inst elm Christie a. remand was granted till
Ihm.

do next !

bail was fixed at one s feet of £100 j

"
2150459,/newspaper/2150459,FATALLY INJURED. Victim Identified.,Article,1925-08-03,13,13,The man who sustained shocking injuries when he was knocked down in Flinders street by a motor-car on Friday evening was identified on Saturday. In his,https://trove.nla.gov.au/ndp/del/article/2150459?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.6547923,very relevant,"FATALLY INJURED.

Victim Identified.

the man who sustained shot king in pains of hell he was knocked down in Jim
lit i start his motor car on J'jidnt even in. this identified on Saturday In
his I »J--KJII mu letters addressed to a ) KIL win Rail It stated 1 cover it
In tactician nth disclosed that, the man's full point win. Andrew Innes
cousin, that he had followed the usurpation of 11 seaman's I Hint his
address-, had bros (161 still It 1- Little Bourke street, pitt

Winn 1 minister at the Melbourne Dos pill on 1 within night it was found that
Edwin find heartened double 1 (impound I u once of both legs, a fine time of
the 1 0 if the si all other head injuries linings. and abrasions He died
shortly after idiniltniK'e to the Gallipolli] Pan. II 1 inn was stated in WA
than Eden, Hill 21 years of Bioiigbuiii street, kew h 34 m stepped ill is out
of the city

"
1526736,/newspaper/1526736,A PECULIAR WILL.,Article,1915-06-24,6,6,"Michael Sheil. I[?] of Park street, St. Kilda, who in the sixties was a baker carrying on business in Little Bourke street, and who died on the 21st January. 1904,",https://trove.nla.gov.au/ndp/del/article/1526736?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.5577765,very relevant,"A PECULIAR WILL.

Alithail Shed late of Pirie street I

Ixildi n who in the sixties of is a bill uni

ing on business in 1 little Bourke street md who

died on the list I am in 1904 di

i cited in his and that after the death of his

wife (who died recently) I had ever run should

utilise his e till and apply the grounds

firstly to pin in He persons whose name is I appeared in his insolvency si In
('the third in the Court if Insnlitnit at Melbourne on or about the 21st of
full 1801 thin debts in full without interest and if any of such

persons should practise line in become

insolvent then to pay the amounts to their legal upiisontntiiis and so only to
put Girl in His, wits its in the and sit out In another column may be found an
address ment by the National Trustees Company

the executors under i the still asking the traditions of Ultu near of I in to
(omnium cate with the company so that taste for s wishes can be complied with

"
10866574,/newspaper/10866574,SLY GROG-SELLING. £50 FINES IMPOSED.,Article,1910-06-24,4,4,"An Lee, a Chinese, was charged in the District Court yesterday with having sold liquors without a license at his premises, 120 Little Bourke-street. There were four separate charges against the",https://trove.nla.gov.au/ndp/del/article/10866574?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.556974,very relevant,"""""Y GROG-SELLING.

as

. £50 FINES IMPOSED.

Ah Lee, a Chinese, was charged In the District Court yesterday with having
sold liquors without a license it his promises, 120 1 Little Bourke street

There were four separate charges against the accused, and Mr McFarlane who
defended said that his client was prepared to plead guilty, to one. charge if
the remainder were withdrawn

Inspector Dat les (who conducted the prosecution expressed willingness to
withdraw the offer charges upon condition that a fine of 100 was imposed in
regard to the first

A penalty of £50, or three months' imprisonment in default, was inflicted In
respect to the charge which the Chinese- had admitted

Cornelius 0 Ditto, Nathaniel Van, and Dinah Van were not proceeded against
upon a sand bar charge alleged to have been committed on premises in Russell
street, on May 22 Mr

Sonenberg, who appeared for the defence, suggested that as the charges all
referred to one house a fine of £20 should be imposed in the case of Nathaniel
Van, who would plead guilty, and that the charges against the others be with

drawn

Inspector Davies acquiescing, this course was adopted

"
1840657,/newspaper/1840657,DEPORTED GERMAN'S CLAIM.,Article,1922-08-24,6,6,"Max Bagemuhl, now resident in Germany, claimed from the German Government £250 for losses sustained by him during the war. In his claim Bagemuhl said",https://trove.nla.gov.au/ndp/del/article/1840657?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.462807,very relevant,"DEPORTED GERMAN'S CLAIM.

Mix Ilageiniilil, now resident in Germany, claimed from the German (idea ment
£2.10 for losses sustained by him during the war. In his claim Dagciniilil
said that while he was carrying on a measure business at (1 Little Bourke
street, Melbourne, on December 27, 101% he rest In terms of li) (lie
Aimltnllin (internment has left in his rooms all his belongings, including a
massage apparatus of his men women- tion, and 1m mined them fit _-V>

Willing to the chief roiniiiissioner of Police (Mr. Nicholson) on June 30,
last Hunde der Ausländsdeutschen, Merlin, station said that it was authorised
by the (best man (Government to inquire into all such claims as that made In
ll.i.ciiiuW, asked the chief commissioner to list is maries made out! to
furnish a statement

The plans for lies police have found that Max Ilageiniilil in December, will,
vii to rested in (Geelong on a charge of a vagrancy, He was sentenced to six
mint has' imprison merit, to be forfeited li) internment and ilepitntlt.ii. He
was not known at 8 Mills Hum he street at (the registering of the war, and so
far there has been in covered no extreme of its ever having quietly on a
liiu.¡iie-.n at that address

"
10819542,/newspaper/10819542,VALUABLE FURS STOLEN. THREE YOUTHS CHARGED.,Article,1914-11-28,21,21,"There youths, William Howard, Donald Halfield and Walter Jones,were charged at the City Court yesterday with shop-breaking and the theft of a musquash coat and [?], valued in all at £222, the",https://trove.nla.gov.au/ndp/del/article/10819542?searchTerm=text%3A%221+little+bourke+street%22%7E0,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",5.3723903,very relevant,"VALUABLE FURS STOLEN.

TERM', YOUTHS Car. UrGED.

river i intend, William Howard Doml I Hatfield 1

and Muller Jones was charged at the City Court  Festiniog with shop Trial ing
and the theft of a musquash iron and inn, l think in all at 22 the property of
Alfred W lok« furrier. 120 Bourke street They pleaded. not guilty

1 Evidence was given that the furs were missing from the shop in the morning
of November 17 1 not once had been effected through a fanlight at the ear of
the shop Jones and Hatfield took a room at '""1 Little Bourke street, on Cup
day and! on November 4"" the 1 in limits, Margaret A Mr-on saw them enter the
he uses will Howard I men was carr) in a bog He said to her I look after the
nom tor I have put Valuable parcels there littleness Nipthine rail I then
arrested around and line, on November 19 in West Mel bourne Ilallloll had been
erected in the pre along du on 11 other charge In the room taken by Jones and
Hutllcld almost all the furs we""

record i in

the time men were committed for trial at the Court of General Sessions on
December 4

Messrs T O Callaghan (chairman), W Bell, and C, Goldspink who (on, he Bench,

"
